employee_id,hire_date,department,role,salary_usd,age,gender,office,education,years_experience,performance_score,satisfaction_score,is_active
EMP-3247,2022-07-04,Legal,Paralegal,86900,22,Non-binary,Toronto,PhD,0,1.3,9.5,True
EMP-3248,2022-08-16,Finance,CFO,135600,44,Female,New York,High School,0,4.5,8.1,True
EMP-3249,2019-01-21,Finance,CFO,133700,24,Non-binary,Remote,Bachelor,3,3.9,8.1,True
EMP-3250,2021-05-23,Sales,Sales Manager,128400,51,Male,New York,High School,27,2.5,6.4,True
EMP-3251,2017-09-03,Marketing,CMO,101200,44,Non-binary,Toronto,PhD,5,4.4,1.4,True
EMP-3252,2023-05-02,Legal,General Counsel,161600,42,Female,Remote,Bachelor,2,2.6,7.4,True
EMP-3253,2022-08-15,Legal,Senior Counsel,137400,43,Non-binary,Toronto,High School,1,1.5,2.1,True
EMP-3254,2021-04-27,Legal,General Counsel,130900,50,Female,Sydney,Master,2,1.3,1.5,True
EMP-3255,2019-09-05,HR,HR Director,113300,41,Non-binary,London,Master,5,1.4,1.6,True
EMP-3256,2023-09-06,HR,HR Director,90400,23,Male,Remote,Master,1,2.5,7.0,True
EMP-3257,2021-03-10,Engineering,Engineering Manager,186500,28,Non-binary,Remote,Bachelor,3,3.4,9.7,True
EMP-3258,2016-04-18,Sales,Sales Manager,89600,45,Female,New York,Bachelor,2,2.0,5.9,True
EMP-3259,2018-09-22,Finance,CFO,155600,43,Male,Berlin,High School,22,3.4,9.5,False
EMP-3260,2023-12-02,Engineering,Junior Dev,103600,25,Male,London,Master,0,4.7,1.2,True
EMP-3261,2021-08-20,Legal,Paralegal,84500,46,Female,London,Bachelor,12,1.3,3.4,False
EMP-3262,2023-09-25,HR,HR Director,106000,29,Male,Berlin,Master,4,3.4,6.9,False
EMP-3263,2020-05-21,Marketing,CMO,137000,35,Male,New York,High School,5,1.7,3.3,True
EMP-3264,2017-01-18,Engineering,Junior Dev,85000,47,Male,Sydney,PhD,12,1.9,6.5,True
EMP-3265,2021-03-28,HR,Recruiter,70800,57,Female,Toronto,PhD,28,1.8,3.9,False
EMP-3266,2022-06-14,Sales,Account Executive,88700,26,Male,Remote,PhD,1,3.8,3.4,True
EMP-3267,2015-05-21,HR,HR Director,108200,44,Non-binary,London,PhD,20,1.5,5.2,True
EMP-3268,2021-03-08,Sales,VP of Sales,136600,40,Male,London,PhD,12,4.6,5.5,True
EMP-3269,2022-05-08,Finance,CFO,154300,30,Male,Berlin,Master,9,4.3,4.3,True
EMP-3270,2018-09-30,Finance,Analyst,70500,43,Female,New York,Bachelor,6,1.3,8.4,True
EMP-3271,2015-02-05,Sales,Sales Manager,118700,34,Male,Toronto,Bachelor,2,1.8,1.7,True
EMP-3272,2016-09-01,Marketing,SEO Specialist,101700,39,Female,Berlin,High School,15,4.4,9.4,True
EMP-3273,2019-05-04,Marketing,SEO Specialist,96500,31,Non-binary,Toronto,PhD,6,4.0,5.6,True
EMP-3274,2016-12-16,Sales,VP of Sales,115800,38,Female,Sydney,High School,6,4.9,2.9,True
EMP-3275,2018-05-27,Engineering,Senior Dev,129000,51,Female,London,High School,22,3.4,5.8,True
EMP-3276,2022-12-27,Marketing,Marketing Manager,105000,35,Female,Sydney,PhD,8,1.3,1.2,True
EMP-3277,2023-07-19,Engineering,Junior Dev,105100,30,Female,London,Master,6,3.6,7.0,False
EMP-3278,2019-05-16,Legal,General Counsel,156700,56,Male,Sydney,Master,4,3.3,2.2,True
EMP-3279,2021-08-03,Marketing,CMO,104700,26,Male,London,Bachelor,3,1.7,3.6,True
EMP-3280,2017-12-05,Engineering,Staff Engineer,182100,23,Non-binary,Berlin,Bachelor,0,4.6,4.9,False
EMP-3281,2023-02-08,Product,Product Analyst,97300,50,Female,Remote,Master,19,2.0,7.9,False
EMP-3282,2022-04-21,Marketing,Marketing Manager,101900,48,Male,Toronto,PhD,0,3.2,2.3,True
EMP-3283,2023-04-09,Operations,COO,100800,32,Male,Toronto,High School,6,4.1,7.7,True
EMP-3284,2017-04-18,Legal,General Counsel,131100,56,Non-binary,Remote,Bachelor,15,2.9,8.8,True
EMP-3285,2023-12-15,Engineering,Junior Dev,99600,46,Non-binary,Toronto,Bachelor,7,2.1,2.9,True
EMP-3286,2016-09-12,Operations,Ops Manager,88700,57,Male,Toronto,PhD,17,2.5,7.4,True
EMP-3287,2022-08-08,Legal,Senior Counsel,138100,25,Female,Toronto,Bachelor,3,2.5,7.0,True
EMP-3288,2023-11-01,Engineering,Senior Dev,117200,48,Female,Sydney,PhD,11,1.9,6.4,True
EMP-3289,2016-02-19,Operations,COO,100800,31,Male,New York,Bachelor,3,1.7,2.3,True
EMP-3290,2023-02-19,HR,HR Director,89400,47,Female,Toronto,Bachelor,14,2.9,2.0,True
EMP-3291,2015-07-12,Legal,Associate,108300,49,Non-binary,London,High School,5,3.3,3.4,True
EMP-3292,2016-05-21,Engineering,Engineering Manager,145900,37,Female,Sydney,Master,9,2.7,4.7,True
EMP-3293,2020-08-02,Product,Product Analyst,108600,44,Female,Sydney,Bachelor,2,3.5,6.1,True
EMP-3294,2016-12-05,Operations,COO,84300,53,Non-binary,Sydney,Master,22,3.6,9.6,True
EMP-3295,2018-10-23,Legal,Senior Counsel,128200,27,Male,London,High School,0,3.2,1.9,True
EMP-3296,2020-11-22,HR,HR Director,105300,35,Non-binary,London,PhD,13,5.0,7.2,True
EMP-3297,2023-06-21,Legal,Senior Counsel,127600,49,Non-binary,Toronto,PhD,16,2.5,1.2,True
EMP-3298,2017-11-27,Marketing,CMO,125100,27,Male,Remote,PhD,3,4.2,2.2,True
EMP-3299,2023-11-05,Product,Product Manager,120000,55,Female,New York,Master,25,3.2,9.6,True
EMP-3300,2022-02-19,HR,HR Manager,94100,26,Male,Remote,High School,0,1.3,4.2,True
EMP-3301,2023-03-31,Legal,Senior Counsel,115800,26,Female,Remote,Master,5,3.0,5.4,True
EMP-3302,2017-03-08,Finance,CFO,147200,39,Female,New York,High School,8,3.1,1.2,True
EMP-3303,2016-03-03,Operations,Ops Manager,72300,40,Female,Toronto,PhD,18,3.9,8.7,True
EMP-3304,2017-02-19,Engineering,Senior Dev,141000,40,Female,London,Bachelor,13,3.1,1.7,True
EMP-3305,2020-11-23,Operations,COO,94600,30,Male,Sydney,High School,6,4.8,5.6,True
EMP-3306,2015-01-30,Legal,Associate,106700,46,Female,Sydney,PhD,22,2.6,2.6,True
EMP-3307,2023-12-17,Marketing,CMO,120800,35,Non-binary,London,Master,7,1.5,7.5,True
EMP-3308,2022-08-21,Sales,Account Executive,88100,32,Male,Toronto,High School,8,2.3,7.2,True
EMP-3309,2019-05-05,HR,HR Coordinator,55600,48,Non-binary,Sydney,Master,18,2.8,7.5,True
EMP-3310,2017-08-11,Legal,General Counsel,179300,38,Male,Remote,Master,16,1.9,2.8,True
EMP-3311,2017-01-17,Legal,Paralegal,78400,39,Male,Remote,High School,12,1.1,8.3,True
EMP-3312,2023-05-19,Marketing,Marketing Manager,84200,43,Non-binary,New York,High School,14,4.1,9.4,True
EMP-3313,2019-05-09,Engineering,Junior Dev,100100,40,Non-binary,Toronto,High School,12,2.5,5.4,True
EMP-3314,2016-07-20,Marketing,Content Writer,87500,48,Female,Sydney,Bachelor,5,3.8,2.5,True
EMP-3315,2016-08-16,Operations,COO,99800,48,Female,Remote,High School,4,1.8,8.4,True
EMP-3316,2020-03-15,Legal,Associate,104600,38,Non-binary,Berlin,Master,4,1.9,9.5,True
EMP-3317,2019-05-28,Marketing,Content Writer,69400,24,Non-binary,New York,Master,3,2.6,4.5,True
EMP-3318,2016-02-14,Product,Senior PM,162000,28,Female,Berlin,High School,6,4.7,3.2,True
EMP-3319,2016-11-02,Finance,Accountant,94200,50,Non-binary,Berlin,Bachelor,27,1.0,1.3,True
EMP-3320,2022-08-10,Marketing,CMO,109000,38,Female,Sydney,Bachelor,11,2.1,3.9,True
EMP-3321,2015-04-05,Marketing,Marketing Manager,113800,27,Female,Sydney,Bachelor,1,4.7,5.1,True
EMP-3322,2018-12-05,Finance,Accountant,102900,41,Male,New York,High School,20,4.4,5.3,True
EMP-3323,2017-03-19,Engineering,Engineering Manager,162400,28,Non-binary,New York,Bachelor,2,4.4,2.3,True
EMP-3324,2018-08-11,Legal,Senior Counsel,135900,57,Non-binary,London,Master,13,4.6,2.8,True
EMP-3325,2017-08-05,Engineering,Staff Engineer,150200,46,Female,New York,High School,6,2.5,1.5,True
EMP-3326,2021-03-18,Product,Senior PM,158000,51,Male,London,Bachelor,2,3.8,2.2,False
EMP-3327,2015-08-28,Marketing,CMO,114300,24,Female,Sydney,Master,2,3.9,3.2,True
EMP-3328,2015-10-15,HR,HR Coordinator,52200,38,Male,New York,Master,4,1.7,3.1,True
EMP-3329,2016-05-07,Engineering,Engineering Manager,196300,24,Non-binary,Sydney,PhD,1,2.4,9.7,True
EMP-3330,2018-03-27,Legal,Senior Counsel,110800,45,Non-binary,London,Master,19,2.0,6.8,True
EMP-3331,2022-09-24,Marketing,CMO,97200,46,Male,Sydney,Master,22,4.9,5.0,True
EMP-3332,2020-02-21,Finance,Finance Manager,114700,45,Male,New York,Master,3,4.3,7.3,True
EMP-3333,2021-01-01,Finance,Accountant,84200,46,Non-binary,Sydney,PhD,14,4.3,5.0,True
EMP-3334,2016-08-18,Legal,Associate,121700,43,Non-binary,Berlin,PhD,3,4.4,8.0,False
EMP-3335,2021-11-13,HR,HR Coordinator,66700,49,Non-binary,Sydney,PhD,10,4.5,8.1,True
EMP-3336,2021-11-08,Marketing,CMO,128600,31,Non-binary,London,Master,7,2.5,6.1,True
EMP-3337,2017-12-24,Legal,Paralegal,106800,51,Male,London,PhD,22,1.5,2.9,True
EMP-3338,2023-07-10,Engineering,Senior Dev,121400,47,Female,London,Bachelor,26,1.0,6.8,True
EMP-3339,2015-03-10,Operations,Ops Analyst,65100,35,Male,Sydney,Master,14,2.8,1.2,False
EMP-3340,2017-07-09,Operations,COO,81400,43,Non-binary,London,Master,19,4.7,1.5,True
EMP-3341,2016-01-27,Sales,VP of Sales,112800,50,Female,London,High School,13,1.8,4.8,True
EMP-3342,2019-10-22,HR,Recruiter,77000,55,Non-binary,London,PhD,7,3.7,6.0,True
EMP-3343,2016-09-15,HR,HR Director,111900,46,Non-binary,New York,Master,2,3.5,8.1,True
EMP-3344,2023-03-09,Sales,Sales Manager,119400,57,Non-binary,London,High School,9,1.2,3.9,True
EMP-3345,2023-07-07,Finance,Accountant,113700,32,Non-binary,Sydney,Bachelor,2,3.2,4.2,True
EMP-3346,2021-12-22,Operations,COO,108300,48,Female,London,High School,15,2.1,3.9,False
EMP-3347,2015-01-19,Finance,Accountant,111300,24,Female,Remote,Bachelor,2,1.9,10.0,True
EMP-3348,2021-02-04,Operations,Ops Manager,72600,35,Male,London,PhD,6,3.1,1.3,False
EMP-3349,2020-04-12,Legal,Senior Counsel,112100,36,Female,Berlin,Bachelor,10,3.8,7.7,True
EMP-3350,2017-01-06,HR,HR Coordinator,55700,49,Female,Berlin,High School,14,3.7,6.5,True
EMP-3351,2022-12-19,Finance,Accountant,86200,31,Male,Berlin,High School,10,2.8,9.0,False
EMP-3352,2015-03-09,Product,VP of Product,192200,43,Non-binary,Berlin,Bachelor,18,3.1,8.3,True
EMP-3353,2018-04-13,HR,HR Director,90800,36,Non-binary,Toronto,Master,5,4.5,3.1,True
EMP-3354,2019-02-04,Marketing,SEO Specialist,78100,34,Non-binary,London,Master,8,2.2,9.1,True
EMP-3355,2017-05-21,Legal,Senior Counsel,116600,52,Non-binary,London,High School,22,3.6,7.3,False
EMP-3356,2015-01-31,HR,HR Director,89400,33,Non-binary,London,PhD,0,3.2,7.8,True
EMP-3357,2016-03-31,Finance,Analyst,94700,46,Male,Sydney,PhD,10,4.0,7.7,True
EMP-3358,2020-11-28,Engineering,Junior Dev,116800,36,Female,Toronto,High School,6,2.7,3.5,True
EMP-3359,2019-10-23,HR,HR Manager,81500,42,Female,Sydney,High School,13,1.2,9.4,True
EMP-3360,2018-09-30,Finance,Accountant,99700,57,Female,Sydney,Master,8,2.7,9.9,True
EMP-3361,2023-01-06,Product,Product Manager,106200,25,Male,New York,Master,1,4.0,8.1,True
EMP-3362,2022-01-29,Marketing,Content Writer,82300,22,Non-binary,Berlin,PhD,1,1.8,7.3,True
EMP-3363,2016-06-05,Marketing,CMO,135000,57,Non-binary,London,High School,27,2.3,7.7,True
EMP-3364,2022-07-20,Legal,Senior Counsel,115700,28,Female,New York,High School,3,2.8,5.0,True
EMP-3365,2020-08-07,Finance,Accountant,82000,29,Non-binary,New York,Master,5,4.0,3.0,True
EMP-3366,2015-05-26,HR,HR Coordinator,60900,27,Non-binary,Toronto,PhD,5,2.2,6.2,False
EMP-3367,2020-01-29,Product,Senior PM,169400,50,Non-binary,Remote,High School,5,1.7,9.1,True
EMP-3368,2023-04-14,Legal,Senior Counsel,119700,43,Male,Sydney,Master,14,3.1,3.4,False
EMP-3369,2015-11-19,Engineering,Lead Engineer,141400,40,Female,Toronto,PhD,13,4.4,7.0,True
EMP-3370,2015-06-16,Engineering,Lead Engineer,142700,52,Female,Sydney,PhD,30,1.0,6.1,True
EMP-3371,2023-11-26,Legal,General Counsel,142400,22,Male,Remote,Bachelor,1,1.9,3.8,True
EMP-3372,2017-07-09,Operations,Ops Manager,66500,24,Non-binary,Sydney,High School,3,2.7,9.7,True
EMP-3373,2018-04-20,HR,HR Manager,88800,35,Non-binary,New York,Bachelor,10,1.7,8.9,True
EMP-3374,2022-11-14,HR,HR Director,119200,22,Female,London,High School,0,2.6,7.1,True
EMP-3375,2017-09-23,Operations,COO,96500,26,Female,Remote,Master,3,3.2,3.3,True
EMP-3376,2016-07-26,Engineering,Senior Dev,135200,22,Male,London,PhD,0,4.8,6.0,True
EMP-3377,2021-05-05,Engineering,Senior Dev,125900,24,Female,London,High School,0,1.5,8.3,True
EMP-3378,2022-06-24,HR,HR Coordinator,72900,57,Female,Berlin,Bachelor,10,1.3,7.5,True
EMP-3379,2020-11-18,Marketing,SEO Specialist,78700,51,Male,Remote,PhD,1,3.7,3.9,True
EMP-3380,2016-04-29,Product,VP of Product,178200,46,Female,Berlin,Bachelor,16,2.9,6.6,True
EMP-3381,2023-09-05,Sales,VP of Sales,106000,50,Non-binary,Berlin,Bachelor,18,1.3,2.1,True
EMP-3382,2019-03-23,Product,Product Analyst,98600,46,Male,Toronto,Master,24,4.5,2.4,False
EMP-3383,2020-08-01,Operations,COO,88300,28,Male,Remote,PhD,5,3.6,2.4,True
EMP-3384,2015-05-30,Operations,COO,89500,23,Male,Berlin,Bachelor,1,4.0,9.7,True
EMP-3385,2019-05-07,Legal,Paralegal,99700,44,Non-binary,New York,High School,3,1.6,3.5,True
EMP-3386,2023-09-27,Operations,Ops Manager,94500,22,Female,Remote,Master,0,4.2,3.3,False
EMP-3387,2016-04-29,Marketing,SEO Specialist,86100,56,Non-binary,Sydney,Bachelor,35,4.3,8.7,True
EMP-3388,2015-08-16,Sales,Sales Manager,94800,44,Female,New York,High School,20,4.9,6.7,False
EMP-3389,2023-07-21,Sales,VP of Sales,115100,58,Non-binary,Berlin,PhD,9,1.7,6.2,False
EMP-3390,2018-10-15,Finance,Analyst,91100,38,Female,Toronto,High School,11,1.9,2.9,True
EMP-3391,2017-12-21,Sales,Account Executive,96400,22,Non-binary,Toronto,Bachelor,0,1.5,9.8,True
EMP-3392,2019-11-20,Operations,COO,107100,50,Non-binary,New York,PhD,23,2.1,6.1,True
EMP-3393,2022-08-14,Legal,Paralegal,101300,55,Male,London,PhD,9,2.5,3.7,True
EMP-3394,2023-05-30,HR,HR Manager,91400,56,Female,Remote,Master,20,1.3,4.0,True
EMP-3395,2023-09-30,Product,VP of Product,176100,23,Male,New York,Master,2,3.2,6.3,True
EMP-3396,2018-05-04,HR,Recruiter,85600,49,Male,Sydney,Bachelor,27,4.6,5.2,False
EMP-3397,2019-03-13,Marketing,SEO Specialist,92800,35,Non-binary,London,PhD,5,3.7,5.6,True
EMP-3398,2017-06-02,HR,Recruiter,70300,45,Female,London,Bachelor,20,3.0,3.7,False
EMP-3399,2019-08-04,Sales,VP of Sales,131500,27,Non-binary,New York,Bachelor,2,1.4,6.4,True
EMP-3400,2018-12-17,Sales,SDR,86900,26,Female,Remote,PhD,1,1.2,1.5,True
EMP-3401,2019-05-11,HR,Recruiter,67200,57,Non-binary,London,High School,22,3.9,4.5,True
EMP-3402,2018-10-22,Legal,Senior Counsel,137700,53,Male,Toronto,High School,29,4.7,8.3,False
EMP-3403,2016-01-27,Sales,Sales Manager,125800,22,Male,Berlin,High School,1,4.1,6.3,False
EMP-3404,2020-08-26,Operations,COO,109700,48,Non-binary,London,PhD,24,3.5,4.3,True
EMP-3405,2017-12-31,HR,HR Coordinator,64300,33,Male,Toronto,Master,9,2.6,9.3,True
EMP-3406,2020-04-01,Sales,Account Executive,77400,58,Non-binary,Berlin,Bachelor,0,1.7,5.6,True
EMP-3407,2017-03-09,Engineering,Engineering Manager,178800,47,Male,Sydney,PhD,6,4.9,1.1,True
EMP-3408,2023-08-22,Marketing,SEO Specialist,74400,45,Non-binary,Berlin,PhD,17,4.5,8.8,True
EMP-3409,2016-01-11,HR,HR Coordinator,53700,36,Female,Toronto,PhD,2,3.0,9.4,False
EMP-3410,2020-11-25,Product,Product Manager,106800,40,Male,New York,PhD,5,1.5,5.6,True
EMP-3411,2020-06-22,Finance,Analyst,96500,34,Male,New York,PhD,2,2.7,9.9,True
EMP-3412,2019-12-26,Legal,General Counsel,174900,40,Female,New York,High School,16,4.5,5.0,True
EMP-3413,2017-06-07,Operations,COO,93400,50,Non-binary,Toronto,Master,2,2.9,2.9,True
EMP-3414,2017-06-18,Engineering,Junior Dev,91200,37,Non-binary,Remote,Bachelor,1,4.3,2.3,True
EMP-3415,2020-03-07,Marketing,CMO,133300,36,Female,New York,Master,13,1.2,7.7,False
EMP-3416,2018-02-21,Marketing,Marketing Manager,119800,23,Male,Sydney,PhD,2,4.7,7.8,True
EMP-3417,2016-06-03,Product,Product Manager,107700,53,Non-binary,Sydney,High School,23,3.3,3.5,False
EMP-3418,2018-04-12,Legal,Senior Counsel,140400,36,Female,London,High School,12,3.5,1.3,True
EMP-3419,2020-10-15,Finance,CFO,135800,25,Non-binary,Toronto,High School,1,2.7,4.6,True
EMP-3420,2017-06-14,HR,Recruiter,65200,33,Female,London,High School,5,2.8,2.3,False
EMP-3421,2015-06-11,Finance,Analyst,70900,56,Female,New York,Bachelor,4,4.0,6.5,True
EMP-3422,2017-10-05,Marketing,Marketing Manager,119100,44,Male,Berlin,Bachelor,2,3.6,8.4,True
EMP-3423,2021-05-10,Legal,Associate,105200,48,Non-binary,Remote,High School,0,1.8,2.8,True
EMP-3424,2021-07-08,Finance,Analyst,94300,35,Male,New York,Master,8,3.8,3.4,True
EMP-3425,2021-08-24,Marketing,Content Writer,78200,57,Male,Toronto,High School,36,2.9,6.2,True
EMP-3426,2022-08-15,Legal,Senior Counsel,137100,41,Female,Berlin,Master,1,1.1,6.7,True
EMP-3427,2015-03-21,HR,HR Manager,98700,43,Female,Remote,High School,12,4.6,1.7,True
EMP-3428,2018-09-04,Finance,Finance Manager,105900,42,Female,Remote,PhD,9,4.6,6.6,True
EMP-3429,2022-04-03,Operations,Ops Manager,86700,28,Non-binary,Sydney,Master,7,2.3,9.1,True
EMP-3430,2020-12-17,Engineering,Engineering Manager,170500,43,Female,Remote,Bachelor,20,3.7,4.7,True
EMP-3431,2018-10-04,Product,VP of Product,192000,34,Female,Berlin,Bachelor,11,4.9,8.9,True
EMP-3432,2021-04-14,Legal,Associate,94500,53,Female,Remote,Bachelor,24,4.5,1.2,True
EMP-3433,2015-08-25,Finance,Analyst,85300,24,Male,Berlin,Bachelor,0,2.8,6.8,True
EMP-3434,2020-12-08,Engineering,Engineering Manager,207200,23,Male,London,Master,0,2.9,5.6,False
EMP-3435,2020-01-19,Engineering,Lead Engineer,117100,26,Female,Remote,Master,0,3.2,2.9,True
EMP-3436,2020-03-04,Sales,VP of Sales,133600,53,Female,New York,PhD,16,4.1,1.3,True
EMP-3437,2023-06-21,Sales,Account Executive,94900,35,Male,Remote,Bachelor,4,3.3,3.0,False
EMP-3438,2023-09-01,Engineering,Senior Dev,113500,55,Non-binary,Remote,Bachelor,7,3.3,5.8,False
EMP-3439,2022-01-28,Engineering,Junior Dev,104900,48,Female,London,PhD,27,1.8,8.3,True
EMP-3440,2019-11-08,HR,Recruiter,81200,46,Female,Remote,Master,6,3.0,5.3,True
EMP-3441,2020-02-19,Sales,Sales Manager,103500,35,Male,Remote,High School,3,4.3,7.6,True
EMP-3442,2019-05-01,Finance,CFO,129400,43,Female,Toronto,Bachelor,3,2.6,3.6,True
EMP-3443,2015-11-14,Engineering,Engineering Manager,171100,22,Male,Toronto,PhD,1,2.6,2.0,True
EMP-3444,2016-01-26,Engineering,Junior Dev,100200,44,Female,Remote,Bachelor,23,3.6,9.8,True
EMP-3445,2018-04-15,Sales,Sales Manager,112100,40,Female,Toronto,PhD,6,4.8,3.3,True
EMP-3446,2017-12-07,Engineering,Staff Engineer,161200,43,Female,Sydney,Bachelor,2,2.3,7.7,True
EMP-3447,2021-12-07,Finance,Accountant,109800,29,Non-binary,London,High School,1,1.7,8.2,True
EMP-3448,2016-03-27,Finance,Analyst,94400,51,Female,Toronto,Bachelor,2,4.2,4.7,True
EMP-3449,2017-11-11,Marketing,CMO,135100,56,Non-binary,Toronto,High School,29,1.9,2.9,True
EMP-3450,2020-11-12,Finance,Accountant,115200,52,Non-binary,Berlin,PhD,28,1.5,8.8,True
EMP-3451,2022-09-25,Product,Product Manager,146900,55,Male,New York,High School,10,3.3,6.1,True
EMP-3452,2016-02-17,Engineering,Engineering Manager,204500,57,Non-binary,New York,Bachelor,36,1.5,2.5,True
EMP-3453,2022-05-09,Product,VP of Product,151600,45,Non-binary,Remote,Master,2,2.9,9.4,True
EMP-3454,2019-04-02,Sales,Account Executive,110300,33,Non-binary,Berlin,Master,12,4.1,6.9,True
EMP-3455,2015-10-08,Legal,Associate,96800,27,Non-binary,Toronto,Bachelor,0,3.9,1.3,False
EMP-3456,2020-05-23,Sales,SDR,68600,52,Non-binary,London,Bachelor,27,4.3,1.9,False
EMP-3457,2023-01-11,Marketing,CMO,128200,28,Non-binary,London,Master,0,2.6,9.5,True
EMP-3458,2017-04-28,Engineering,Lead Engineer,163200,35,Non-binary,New York,High School,0,1.8,4.4,True
EMP-3459,2022-09-17,Marketing,Marketing Manager,102900,37,Non-binary,Toronto,Bachelor,7,3.0,4.4,True
EMP-3460,2019-04-04,Operations,Ops Analyst,67100,43,Male,Berlin,Bachelor,6,2.4,8.7,True
EMP-3461,2016-12-22,Sales,SDR,70300,53,Male,Toronto,PhD,29,3.1,8.7,True
EMP-3462,2017-08-31,Finance,CFO,152300,27,Male,Berlin,PhD,1,2.3,1.2,True
EMP-3463,2018-06-01,Marketing,SEO Specialist,95300,47,Male,London,High School,26,3.3,9.5,True
EMP-3464,2017-04-01,Product,Senior PM,134500,45,Non-binary,Sydney,Master,3,3.2,1.9,True
EMP-3465,2015-10-12,Engineering,Engineering Manager,150200,24,Non-binary,London,Bachelor,3,4.6,2.1,True
EMP-3466,2018-08-20,Marketing,CMO,137000,36,Non-binary,New York,Bachelor,5,3.5,2.0,True
EMP-3467,2015-06-30,Sales,Sales Manager,114700,39,Male,London,Master,9,1.7,6.0,True
EMP-3468,2015-06-27,Product,Senior PM,147300,52,Non-binary,London,Bachelor,28,3.6,7.9,True
EMP-3469,2022-01-02,Engineering,Lead Engineer,164000,23,Non-binary,New York,Master,1,2.4,5.8,True
EMP-3470,2021-03-29,Operations,Ops Manager,77300,50,Female,Toronto,PhD,11,4.1,6.7,True
EMP-3471,2017-12-22,Engineering,Engineering Manager,187400,56,Non-binary,Toronto,Master,9,2.2,9.8,True
EMP-3472,2018-08-19,Engineering,Junior Dev,118500,53,Male,Berlin,Bachelor,25,2.3,8.6,True
EMP-3473,2019-07-17,Engineering,Engineering Manager,160600,42,Male,Berlin,PhD,9,3.3,1.7,True
EMP-3474,2023-11-21,HR,HR Manager,80500,56,Male,Toronto,PhD,13,4.5,4.8,False
EMP-3475,2015-03-26,Operations,Ops Manager,82400,45,Male,New York,Master,8,3.2,9.2,True
EMP-3476,2021-03-26,Sales,Sales Manager,89700,36,Male,London,PhD,13,3.7,8.7,True
EMP-3477,2019-06-04,HR,HR Director,119900,50,Non-binary,London,Bachelor,0,3.3,6.4,True
EMP-3478,2021-10-28,Operations,Ops Manager,67700,40,Female,Sydney,Bachelor,18,1.4,6.3,True
EMP-3479,2022-01-15,Marketing,CMO,128900,49,Male,New York,High School,26,2.4,6.8,True
EMP-3480,2019-03-08,Operations,Ops Analyst,69300,29,Male,Toronto,Master,3,3.5,6.9,True
EMP-3481,2018-05-30,Sales,Sales Manager,123400,38,Male,Toronto,High School,11,2.0,3.4,True
EMP-3482,2020-06-27,Product,Product Analyst,118400,55,Male,New York,Bachelor,27,2.4,7.3,True
EMP-3483,2022-04-12,HR,HR Coordinator,58000,24,Female,Toronto,Bachelor,3,4.9,5.5,True
EMP-3484,2022-12-04,Marketing,CMO,131000,47,Non-binary,New York,High School,17,4.7,8.3,True
EMP-3485,2022-10-27,Product,Product Analyst,112300,53,Non-binary,Remote,PhD,15,2.7,4.9,True
EMP-3486,2017-01-11,HR,HR Director,93900,30,Female,London,Bachelor,5,2.4,8.5,True
EMP-3487,2019-01-02,Engineering,Staff Engineer,177600,24,Female,Remote,Master,2,4.9,3.5,True
EMP-3488,2019-06-05,Marketing,Marketing Manager,100700,53,Female,Remote,High School,28,1.1,4.2,True
EMP-3489,2023-11-14,Operations,COO,106800,58,Non-binary,Berlin,High School,33,4.3,4.5,True
EMP-3490,2019-06-17,Operations,COO,88000,30,Male,London,High School,7,4.3,3.9,False
EMP-3491,2023-01-24,HR,HR Coordinator,58900,44,Non-binary,Sydney,High School,8,4.3,8.0,True
EMP-3492,2023-08-13,Sales,VP of Sales,147200,31,Male,Remote,Bachelor,6,2.3,8.6,True
EMP-3493,2022-06-29,Engineering,Junior Dev,87900,27,Female,London,Bachelor,4,4.9,5.4,True
EMP-3494,2018-03-25,HR,HR Director,97100,42,Non-binary,Toronto,PhD,16,4.9,1.1,True
EMP-3495,2023-11-21,Engineering,Junior Dev,113900,35,Non-binary,New York,Bachelor,9,1.6,8.3,True
